droga,marca,presentacion,laboratorio,precio
clorpromazina,CLORPROMAZINA DUNCAN,25 mg comp.rec.x 30,Duncan,12874.38
clorpromazina,CLORPROMAZINA CEVALLOS25,mg comp.x 30,Cevallos,18400.0
clorpropamida,"DIABINESE 2.763,77",250 mg comp.x 50,Pfizer,552.75
clortalidona,"EURETICO 14.397,01",25 mg comp.x 30,Casasco,5530.13
clortalidona,"EURETICO 23.423,87",50 mg comp.x 30,Casasco,3469.15
"clortalidona,",,160 comp.rec.x 30,Teva argentina,52278.94
"clortalidona,",,160 comp.rec.x 30,Teva argentina,53665.79
"clortalidona,",,320 comp.rec.x 30,Teva argentina,60185.23
clotiapina,,ETUMINA comp.x 30 Pierre Fabre MÃ©,,74433.14
clotrimazol,,20 g,Klonal,7501.1
clotrimazol,,25 g,Siegfried,3065.23
clotrimazol,,30 g,Vannier,8800.0
clotrimazol,,50 g,Siegfried,7626.08
clotrimazol,,110 g,Siegfried,16725.18
clotrimazol,,110 g,CassarÃ¡,20600.0
clotrimazol,,EMPECID GYNO 3 DIAS caps.vag.x 3,Bayer Consumer,13264.0
clotrimazol,,EMPECID GYNO 6 DIAS caps.vag.x 6,Bayer Consumer,15857.0
clotrimazol,,30 g,Siegfried,13645.63
clotrimazol,,20 g,Fecofar,7668.83
clotrimazol,,20 g,,8756.55
clotrimazol,,20 g,Monserrat,13350.0
clotrimazol,,20 g,Ronnet,13582.0
clotrimazol,,30 g,,6999.9
clotrimazol,,35 g,,15483.6
clotrimazol,,x 35 g.,Elea,14258.5
clotrimazol,,EVACARE OVULO ov.x 1,Elea,11500.0
clotrimazol,,LOMECAN OVULOS ov.x 1,,12581.46
clotrimazol,,LOMECAN OVULOS ov.x 3,,13662.0
clotrimazol,,30 g,CassarÃ¡,11140.0
clotrimazol,,x 30 g,Siegfried,14418.97
clotrimazol,,x 30 g,CassarÃ¡,17080.0
clotrimazol,,x 30 g,Ronnet,15624.0
clotrimazol,,50 g,Siegfried,13802.15
clotrimazol,,x 60 ml,Monserrat,16800.0
clotrimazol,,x 60 ml,Ronnet,17258.4
clotrimazol,,x 60 ml,Bayer Consumer,18000.0
clotrimazol,,x 30 g,Monserrat,15590.0
"clotrimazol,",,30 g,Siegfried,18294.09
"clotrimazol,",,30 g,CassarÃ¡,17670.0
"clotrimazol,",,30 g,,35865.97
clozapina,"CLOZAPINA ROSPAW 299.797,72",100 mg comp.x 100,Rospaw,0.0
clozapina,"CLOZAPINA FABRA 78.365,00",100 mg comp.x 20,Fabra,0.0
clozapina,"CLOZAPINA ROSPAW 118.547,40",100 mg comp.x 30,Rospaw,0.0
clozapina,"LAPENAX 130.328,77",100 mg comp.x 30,Gador,0.0
clozapina,"CLOZAPINA ROSPAW 277.515,89",100 mg comp.x 90,Rospaw,0.0
clozapina,"CLOZAPINA FABRA 283.650,00",100 mg comp.x 90,Fabra,0.0
clozapina,"LAPENAX 326.170,46",100 mg comp.x 90,Gador,0.0
clozapina,"LAPENAX 144.625,03",25 mg comp.x 100,Gador,0.0
clozapina,CLOZAPINA FABRA,25 mg comp.x 20,Fabra,38540.0
clozapina,"CLOZAPINA FABRA 130.074,00",25 mg comp.x 90,Fabra,0.0
coaltar,,100 ml,Raymos-Megalabs,2700.62
coaltar,,155 ml,Lagos,41726.86
"coaltar,",,120 ml,Raymos-Megalabs,2248.25
"coaltar,",,120 ml,Fortbenton,5982.44
"coaltar,",,200 ml,Fortbenton,8097.35
"coaltar,",,x 100 ml,CassarÃ¡,20150.0
"coaltar,",,50 g,Raymos-Megalabs,2142.88
cobimetinib,COTELLIC TABLETS 20 MG,20 mg comp.x 63,Roche,15202984.83
"codeÃ­na,",,100 ml,AndrÃ³maco,34084.14
"codeÃ­na,",,30 mg comp.x 30,Richmond,36607.88
"codeÃ­na,",,60 mg comp.x 30,Richmond,56611.74
"codeÃ­na,",G.N.O.,paracetamol CP comp.x 50,Rospaw,89536.01
coenzima,,"Q10, asoc. MARATHON ANTIOXIDANTE caps.blandas x 30",GramÃ³n,25568.7
"colagenasa,",,15 g,Abbott EPD,6061.97
"colagenasa,",,30 g,Abbott EPD,11939.48
"colagenasa,",,50 g,Abbott EPD,19354.1
colchicina,,"COLCHICINA HOUDE comp.x 20 38.053,67",Ariston,4766.4
colchicina,,"COLCHICINA HOUDE comp.x 60 91.220,64",Ariston,12480.15
colestiramina,,"NIVELIPOL RESINA pvo.p/susp.oral sob.x 30 110.252,57",Temis-LostalÃ³,21568.24
"colina,salicilato,",,x 20 g,Casasco,21410.9
"colina,salicilato,",,x 20 g,Casasco,6444.13
"colina,salicilato,",,x 20 g,Casasco,7252.61
colindifosfato,,250 mg comp.x 30,Roemmers,21190.83
colindifosfato,,9 x 2 ml,Roemmers,16116.16
"colistimetato,sodico",,TOLISCRIN DPI cÃ¡ps x 60 + disp.inh.,LKM Onco/Especi,9477704.71
"colistimetato,sodico",,ALVEOXINA 2M f.pvo.est.x 30+f.a.x 30,Finadiet,3534382.22
colistina,,100 mg,Lafedar,6983.82
colistina,,100 mg/2ml,Fada Pharma,55725.96
colistina,,metansulfonato ESPIROTECH INYECTABLE f.a.x 1+disolv.x1,Techsphere,34524.05
colistina,,metansulfonato ESPIROTECH INHALATORIO f.a.x 30+disolv.x30,Techsphere,3926853.15
colistina,,metansulfonato ALFICETIN iny.a.x 1,Siegfried,15080.11
colistina,,2 ml,Richet,7666.72
"condroitÃ­n,sulfato",,10 ml,Klonal,6339.2
"condroitÃ­n,sulfato,",,x 10 ml,Max Vision,9282.34
"condroitÃ­n,sulfato,",,"glucosamin MECANYL DUO caps.x 30 23.857,41",Beta,8057.56
"condroitÃ­n,sulfato,",,"glucosamin ASOTREX caps.x 30 76.613,54",Raffo,12382.13
"condroitÃ­n,sulfato,",,"glucosamin MECANYL DUO caps.x 60 52.186,67",Beta,16564.09
"condroitÃ­n,sulfato,",,"glucosamin ASOTREX caps.x 60 117.162,56",Raffo,18934.92
"condroitÃ­n,sulfato,",,"glucosamin GLUCO ARRUMALON DUO cÃ¡ps.x 60 72.351,87",Siegfried,13246.91
"condroitÃ­n,sulfato,",,rec.x 30,Baliarda,78507.77
"condroitÃ­n,sulfato,",,rec.x 60,Baliarda,120036.38
"condroitÃ­n,sulfato,",,300 ml,Elea,22697.0
"condroitÃ­n,sulfato,",,"glucosamin MECANYL K DUO gran.sob.x 30 15.813,90",Beta,7906.95
"condroitÃ­n,sulfato,",,"glucosamin MECANYL DUO gran.sob.x 30 24.620,35",Beta,12310.18
"condroitÃ­n,sulfato,",,"glucosamin GLUCO ARRUMALON DUO sob.x 30 115.055,90",Siegfried,22888.14
"condroitÃ­n,sulfato,",,"glucosamin FINDOL PLUS sob.x 30 147.271,03",Temis-LostalÃ³,23805.7
"condroitÃ­n,sulfato,",,"glucosamin ASOTREX sob.x 30 148.967,74",Raffo,24075.42
"condroitÃ­n,sulfato,",,glucosamin BALIARTRIN DUO sob.x 30,Baliarda,152608.96
"condroitÃ­n,sulfato,",,"glucosamin GLUCOTRIN FORTE sobres x 30 98.771,30",Elea,15027.52
congorosa,,x 6 x 5 g.,Excelentia,3000.0
congorosa,,x 5 g.,Excelentia,12000.0
congorosa,,x 6 x 5 g.,Excelentia,3000.0
congorosa,,x 5 g.,Excelentia,12000.0
congorosa,,g.,Excelentia,12000.0
congorosa,,x6 x5 g.,Excelentia,3000.0
corifolitropina,,100 mcg,,3335997.13
corifolitropina,,150 mcg,,3457306.15
crisaborol,,x 30 g,Panalab,14400.0
crisaborol,,x 30 g,Lazar,80753.82
crisaborol,,x 30 g,Pfizer,99459.54
crizotinib,,XALKORI 200 fco.x 60 caps,Pfizer,18859217.38
crizotinib,,XALKORI 250 fco.x 60 caps,Pfizer,18859217.38
cromoglicato,,5 ml,,2270.77
cumarina,,70 g,Craveri,12929.31
"cumarina,",,"troxerrutina ESBERIVEN DEPOT grag.x 100 79.461,74",Craveri,24961.88
"cumarina,",,"troxerrutina ESBERIVEN DEPOT grag.x 20 22.927,81",Craveri,7054.31
"cumarina,",,"troxerrutina ESBERIVEN DEPOT grag.x 50 50.968,98",Craveri,16011.37
cynara,,"scolymus, asoc. BAGOHEPAT RAPIDA ACCIONcÃ¡ps.bl.x 20",BagÃ³,12269.46
cynara,,rec.x 20,BagÃ³,11037.33
cynara,,rec.x 40,BagÃ³,21208.05
cynara,,"scolymus, asoc. HEPACHOFA HEPAT comp.x 20",Fecofar,9552.27
cynara,,x 45 ml,BagÃ³,7883.38
"cynara,",,rec.x 10,Elea,6813.77
"cynara,",,rec.x 20,Elea,11890.34
"cynara,",,rec.x 40,Elea,22732.37
"cynara,",,120 ml,Elea,17169.78
"cynara,",,45 ml,Elea,8334.53
"cynara,",,120 ml,Monserrat,16950.0
"cynara,",,45 ml,Monserrat,8250.0
dabigatrÃ¡n,,110 mg caps.x 10,,32500.22
dabigatrÃ¡n,,110 mg caps.x 30,,46390.92
dabigatrÃ¡n,,110 mg,Elea,41277.17
dabigatrÃ¡n,,110 mg caps.x 60,,85934.26
dabigatrÃ¡n,,110 mg,Elea,73576.09
dabigatrÃ¡n,,150 mg caps.x 30,,46390.92
dabigatrÃ¡n,,150 mg,Elea,41277.17
dabigatrÃ¡n,,150 mg caps.x 60,,85934.26
dabigatrÃ¡n,,150 mg,Elea,73576.09
dabigatrÃ¡n,,75 mg caps.x 10,,32500.22
dabigatrÃ¡n,,75 mg caps.x 30,,59387.13
dabigatrÃ¡n,,75 mg,Elea,54087.24
dabrafenib,,50 mg,Novartis,4504663.63
dabrafenib,,75 mg,Novartis,27027953.82
dabrafenib,,75 mg,Novartis,6756988.58
dacarbazina,,200 mg,Varifarma,198541.56
dacarbazina,,200 200 mg,LKM Onco/Especi,217541.0
dacomitinib,VIZIMPRO,15 mg comp.rec.x30,Pfizer,16623792.49
dacomitinib,VIZIMPRO,30 mg comp.rec.x30,Pfizer,16623792.49
dacomitinib,VIZIMPRO,45 mg comp.rec.x30,Pfizer,16623792.49
dactinomicina,,0.5 mg,Bioprofarma Bag,1758747.95
dantroleno,,20 mg,IMA,6923754.69
dapagliflozina,ACUS,10 mg comp. x 30,Roemmers,68358.0
dapagliflozina,"GLIFOSIN 72.237,33",10 mg comp. x 30,BagÃ³,0.0
dapagliflozina,"FANTER 74.749,48",10 mg comp. x 30,Raffo,0.0
dapagliflozina,,10 mg comp.rec.x 28,,0.0
dapagliflozina,"DACTILUS 70.713,43",10 mg comp.rec.x 28,Elea,0.0
dapagliflozina,"DAGLIBEN 66.364,87",10 mg comp.rec.x 30,Montpellier,0.0
dapagliflozina,"DAPAX 68.294,21",10 mg comp.rec.x 30,Baliarda,0.0
dapagliflozina,DAURAN,10 mg comp.rec.x 30,Siegfried,68817.48
dapagliflozina,"NEDAL 68.935,76",10 mg comp.rec.x 30,Casasco,0.0
dapagliflozina,"JALORESE 74.326,81",10 mg comp.x 28,Teva argentina,0.0
dapagliflozina,"FORXIGA 97.588,27",10 mg comp.x 28,AstraZeneca,0.0
dapagliflozina,"DAPAX 46.058,75",5 mg comp.rec.x 30,Baliarda,0.0
"dapagliflozina,",,mg comp. x 30,Casasco,114907.28
"dapagliflozina,",,mg comp.AP x 28,AstraZeneca,134004.83
"dapagliflozina,",,mg comp. x 60,Casasco,127481.72
"dapagliflozina,",,mg comp.AP x 56,AstraZeneca,173880.3
dapoxetina,PROLONGAL,30 mg comp.rec.x 3,Teva argentina,35758.57
dapoxetina,PROLONGAL,60 mg comp.rec.x 3,Teva argentina,49732.11
"dapoxetina,clorhidrato",,30 mg comp.rec.x 3,,33655.17
"dapoxetina,clorhidrato",,30 mg comp.rec.x 6,,59590.58
dapsona,"D.A.P.S. 63.099,66",100 mg comp.x 100,Rontag,15858.69
dapsona,"DAPSONA LAZAR 32.571,96",100 mg comp.x 50,Lazar,8218.44
dapsona,,30 g,Lazar,40219.19
daptomicina,,500 mg,MSD Argentina,136329.81
daptomicina,,500 mg,Richet,118859.14
daratumumab,,ml,Janssen-Cilag,2339610.7
daratumumab,,1800 mg/15ml,Janssen-Cilag,27125864.15
daratumumab,,ml,Janssen-Cilag,9041954.51
darifenacina,,15 15 mg comp.lib.prol.x 30,,24760.83
darifenacina,"DARIFIN 75.269,13",15 15 mg comp.lib.prol.x 30,Finadiet,22884.82
darifenacina,"CONTINEX 86.099,82",15 mg comp.lib.prol.x 30,Baliarda,27512.16
darifenacina,"DARISEC 91.655,97",15 mg comp.x 30,Elea,29838.07
darifenacina,"DARIFIN 56.269,60",7.5 7.5 mg comp.lib.prol.x30,Finadiet,16442.26
darifenacina,"DARISEC 38.854,06",7.5 mg comp.x 15,Elea,10972.44
darifenacina,"DARISEC 69.713,30",7.5 mg comp.x 30,Elea,20657.12
darifenacina,CONTINEX 7.,5mg comp,Baliarda,10595.78
darifenacina,DARINAX 7.5 7.,5mg comp,,17891.83
darifenacina,CONTINEX 7.,5mg comp,Baliarda,19879.97
darolutamida,NUBEQA,300 mg comp.rec.x 112,Bayer (PH),20751466.82
darunavir,PREZISTA,150 mg comp.x 240,Janssen-Cilag,3499481.07
darunavir,PREZISTA,400 mg comp.x 60,Janssen-Cilag,2761492.91
darunavir,RESISVIR,600 mg comp.rec.x 60,LKM Onco/Especi,2943700.0
darunavir,PREZISTA,600 mg comp.x 60,Janssen-Cilag,4142065.69
"darunavir,",,rec.x 30,Janssen-Cilag,2501637.74
"darunavir,",,rec.x 60,Richmond,1066587.66
"darunavir,",,ritonavir VIRONTAR N comp.rec.y ran.x 30,Richmond,609109.36
dasatinib,,100 mg comp.,LKM Onco/Especi,8943549.0
dasatinib,LEUNIB,100 mg comp.rec.x 30,Varifarma,3368327.61
dasatinib,,100 mg comp.rec.x 30,,7509676.38
dasatinib,DASATIXANE,100 mg comp.rec.x 30,Eczane,7588686.58
dasatinib,DAPIBUS,100 mg comp.rec.x 30,Bioprofarma Bag,8053319.44
dasatinib,DASAN,100 mg comp.rec.x 30,Aspen,8072267.33
dasatinib,FONTRAX,100 mg comp.rec.x 30,Richmond,8325847.59
dasatinib,FROXAL,100 mg comp.rec.x 30,Kemex,8355627.59
dasatinib,,100 mg comp.rec.x 30,,10595718.33
dasatinib,DRIMOF,100 mg comp.x 30,Savant Generic,356995.08
dasatinib,ZALTAG,100 mg comp.x 30,Lafedar,8704710.54
dasatinib,FROXAL,20 mg comp.rec.x 60,Kemex,3384422.5
dasatinib,DASAN,20 mg comp.rec.x 60,Aspen,3525815.63
dasatinib,DASATIXANE,20 mg comp.rec.x 60,Eczane,3634807.63
dasatinib,,20 mg comp.rec.x 60,,4723359.65
dasatinib,DRIMOF,20 mg comp.x 60,Savant Generic,325836.0
dasatinib,,50 mg comp.,LKM Onco/Especi,8943754.0
dasatinib,LEUNIB,50 mg comp.rec.x 60,Varifarma,3456832.17
dasatinib,LITEDA,50 mg comp.rec.x 60,Raffo,6038099.16
dasatinib,DASATIXANE,50 mg comp.rec.x 60,Eczane,7431840.09
dasatinib,DAPIBUS,50 mg comp.rec.x 60,Bioprofarma Bag,8053319.44
dasatinib,DASAN,50 mg comp.rec.x 60,Aspen,8072452.48
dasatinib,FONTRAX,50 mg comp.rec.x 60,Richmond,8325847.59
dasatinib,FROXAL,50 mg comp.rec.x 60,Kemex,8355627.59
dasatinib,,50 mg comp.rec.x 60,,10595936.31
dasatinib,DRIMOF,50 mg comp.x 60,Savant Generic,356995.08
dasatinib,ZALTAG,50 mg comp.x 60,Lafedar,7467994.26
dasatinib,,70 mg comp.,LKM Onco/Especi,6729126.0
dasatinib,LEUNIB,70 mg comp.rec.x 60,Varifarma,3438956.14
dasatinib,LITEDA,70 mg comp.rec.x 60,Raffo,5872593.59
dasatinib,DASATIXANE,70 mg comp.rec.x 60,Eczane,6875260.66
dasatinib,FROXAL,70 mg comp.rec.x 60,Kemex,7976111.89
dasatinib,DASAN,70 mg comp.rec.x 60,Aspen,8154074.65
dasatinib,,70 mg comp.rec.x 60,,10923607.82
dasatinib,DRIMOF,70 mg comp.x 60,Savant Generic,340848.0
daunorubicina,,20 mg,Kemex,263923.64
daunorubicina,,20 mg,Varifarma,281060.3
"decametrina,",,120 ml,,16518.57
"decametrina,",,120 ml,,17079.9
decitabine,,50 mg,Aspen,5601301.34
decitabine,,50 mg,Bioprofarma Bag,6484023.79
decitabine,,50 mg,Janssen-Cilag,6832868.56
decitabine,,50 mg,LKM Onco/Especi,8040697.1
deferasirox,DEFERADE,125 mg comp.disp. x 28,Tuteur,1048596.57
deferasirox,FESIROX,125 mg comp.x 28,Aspen,988210.95
deferasirox,SILFOX,180 mg comp.x 30,Teva argentina,1171649.38
deferasirox,JADENU,180 mg comp.x 30,Novartis,1241002.64
deferasirox,ROXIFER,250 mg comp.disp. x 28,Bioprofarma Bag,1650432.69
deferasirox,DEFERADE,250 mg comp.disp. x 28,Tuteur,2097214.22
deferasirox,FESIROX,250 mg comp.x 28,Aspen,1976441.76
deferasirox,SILFOX,360 mg comp.x 30,Teva argentina,2343287.67
deferasirox,JADENU,360 mg comp.x 30,Novartis,2481993.33
deferasirox,ROXIFER,500 mg comp.disp. x 28,Bioprofarma Bag,3300842.25
deferasirox,DEFERADE,500 mg comp.disp. x 28,Tuteur,4194401.73
deferasirox,FESIROX,500 mg comp.x 28,Aspen,3952858.37
deferasirox,SILFOX,90 mg comp.x 30,Teva argentina,585824.71
deferasirox,JADENU,90 mg comp.x 30,Novartis,620499.64
deflazacort,"DEFAS 129.863,54",30 mg comp.x 20,Rontag,44259.82
deflazacort,"DEFAS 29.561,03",6 mg comp.x 20,Rontag,9250.9
degarelix,FIRMAGON,120mg,Ferring,1135061.57
degarelix,FIRMAGON,80mg,Ferring,1043652.06
"dehidrocÃ³lico,Ã¡c.,",,rec.x 20,Lazar,15689.1
"dehidrocÃ³lico,Ã¡c.,",,rec.x 40,Lazar,29664.61
"dehidrocÃ³lico,Ã¡c.,",,rec.x 20,Monserrat,11650.0
"dehidrocÃ³lico,Ã¡c.,",,rec.x 40,Baliarda,45385.41
"dehidrocÃ³lico,Ã¡c.,",,rec.x 45,Cetus,12993.1
"dehidrocÃ³lico,Ã¡c.,",,rec.x 60,Monserrat,33650.0
"dehidrocÃ³lico,Ã¡c.,",,"asoc. BIL 13 comp.x 100 81.379,08",BagÃ³,20662.26
"dehidrocÃ³lico,Ã¡c.,",,"asoc. BIL 13 comp.x 20 17.928,22",BagÃ³,5262.8
"dehidrocÃ³lico,Ã¡c.,",,"asoc. BIL 13 comp.x 40 37.104,21",BagÃ³,9037.52
denosumab,,ml,Amgen,2475337.35
denosumab,,60 mg/ml,Amgen,880441.86
desferoxamina,,DESFERAL f.a.x 10,Novartis,72735.25
desflurano,,240 ml,Aponor,484800.0
desloratadina,NOVO ALERPRIV,5 mg comp.rec.x 10,Montpellier,9918.61
desloratadina,,5 mg comp.rec.x 10,,40321.72
desloratadina,,5 mg comp.rec.x 14,,10895.11
desloratadina,DELORAT,5 mg comp.rec.x 14,Lazar,12852.55
desloratadina,HEXALER,5 mg comp.rec.x 14,Siegfried,13025.64
desloratadina,FRENALER,5 mg comp.rec.x 14,Roemmers,13072.0
desloratadina,NOVO ALERPRIV,5 mg comp.rec.x 20,Montpellier,18455.25
desloratadina,,5 mg comp.rec.x 30,,99401.82
desloratadina,HEXALER,5 mg comp.rec.x 7,Siegfried,7320.65
desloratadina,FRENALER,5 mg comp.rec.x 7,Roemmers,7425.0
desloratadina,,5 mg comp.rec.x 7,,7523.64
desloratadina,SINALER,5 mg comp.x 10,Medisol,6700.0
desloratadina,DESALER,5 mg comp.x 10,Fortbenton,12450.75
desloratadina,DESLORAMAR,5 mg comp.x 14,Mar,10540.0
desloratadina,DESLORATADINA RICHET,5 mg comp.x 14,Richet,11281.19
desloratadina,SINALER,5 mg comp.x 20,CassarÃ¡,13120.0
desloratadina,DESALER,5 mg comp.x 30,Fortbenton,35179.24
desloratadina,DESLORAMAR,5 mg comp.x 7,Mar,6100.0
desloratadina,DESLORATADINA RICHET,5 mg comp.x 7,Richet,6586.79
desloratadina,,50 ml,Lazar,10466.34
desloratadina,,50 ml,Medisol,7900.0
desloratadina,,60 ml,Siegfried,12510.61
desloratadina,,60 ml,Roemmers,12732.0
desloratadina,,60 ml,Mar,10210.0
"desloratadina,",,5 mg comp.x 10,Mar,10520.0
"desloratadina,",,rec.x 10,Siegfried,11816.02
"desloratadina,",,rec.x 10,Lazar,11824.22
"desloratadina,",,rec.x 10,Baliarda,11973.28
"desloratadina,",,rec.x 10,Roemmers,11987.0
"desloratadina,",,betametasona DESALER CORT comp.x 10,Fortbenton,14217.6
"desloratadina,",,betametasona DESALER CORT comp.x 30,Fortbenton,37239.66
"desloratadina,",,60 ml,Baliarda,13941.68
"desloratadina,",,60 ml,Siegfried,14023.46
"desloratadina,",,60 ml,Lazar,14169.61
"desloratadina,",,60 ml,Roemmers,14256.0
"desloratadina,",,60 ml,Mar,11330.0
"desloratadina,",,pseudoefedrina FRENALER D caps.lib.prol.x 10,Roemmers,11057.0
"desloratadina,",,pseudoefedrina HEXALER PLUS caps.lib.prol.x 10,Siegfried,11369.36
desmopresina,,0.1 mg comp.x 100,Ferring,282006.12
desmopresina,,0.1 mg comp.x 30,DomÃ­nguez,79489.1
desmopresina,,0.2 mg comp.x 100,Ferring,461838.22
desmopresina,,0.2 mg comp.x 30,DomÃ­nguez,132346.84
desmopresina,,0.2 mg comp.x 30,Ferring,141083.16
desmopresina,,x 5 ml,DomÃ­nguez,188812.05
desmopresina,,120 mcg comp.x 30,Ferring,144834.66
desmopresina,,1 ml x 10,Biofactor,229744.49
desmopresina,,1 ml x 3,Biofactor,114872.25
desmopresina,,acetato DESMOPRESIN sol.iny.a.x 10,Ferring,269546.24
desogestrel,,rec.x 28,PharmaDorf,5937.16
desogestrel,,rec.x 28,,5999.15
desogestrel,,rec.x 28,Elea,6248.36
desogestrel,,rec.x 28,Craveri,6310.64
desogestrel,,rec.x 28,,11529.9
"desogestrel,",,"etinilestradiol MERCILON comp.x 21 Organon Arg. 42.437,33",,9063.27
"desogestrel,",,"etinilestradiol MARVELON comp.x 21 Organon Arg. 42.437,33",,9063.27
desonida,,130 ml,Lagos,60792.8
desvenlafaxina,"DESLAFAX 61.470,50",100 mg comp.acc.prol.x30,Gador,21902.45
desvenlafaxina,"IXIUM 14.272,00",100 mg comp.lib.prol.x10,Roemmers,5907.59
desvenlafaxina,"IXIUM 57.587,00",100 mg comp.lib.prol.x30,Roemmers,21106.74
desvenlafaxina,DROSIX,100mg comp,Baliarda,21124.05
desvenlafaxina,PRISTIQ,100mg comp,Pfizer,25540.81
desvenlafaxina,ALFAXIN,100mg comp,BagÃ³,18995.86
desvenlafaxina,FAPRIS,100mg comp,Raffo,25106.56
desvenlafaxina,IXIUM,50 mg comp.lib.prol.x 10,Roemmers,7502.0
desvenlafaxina,"DROSIX 34.646,19",50 mg comp.lib.prol.x 30,Baliarda,12270.19
desvenlafaxina,"IXIUM 34.656,00",50 mg comp.lib.prol.x 30,Roemmers,12484.49
desvenlafaxina,"DESLAFAX 36.141,02",50 mg comp.lib.prol.x 30,Gador,12340.55
desvenlafaxina,"PRISTIQ 61.170,75",50 mg comp.lib.prol.x 30,Pfizer,15018.24
desvenlafaxina,"IXIUM 71.565,00",50 mg comp.lib.prol.x 60,Roemmers,27030.64
desvenlafaxina,"PRISTIQ 122.346,59",50 mg comp.lib.prol.x 60,Pfizer,30034.05
desvenlafaxina,"VELDEX 35.344,00",50 mg comp.x 30,Casasco,12669.93
desvenlafaxina,ALFAXIN,50mg comp,BagÃ³,14186.82
desvenlafaxina,FAPRIS,50mg comp,Raffo,13680.97
deucravacitinib,,6 mg,,3854142.13
dexametasona,,5 ml,Klonal,5042.28
dexametasona,RUPEDEX,0.5 mg comp.x 20,Duncan,16036.12
dexametasona,DEXALAF,0.5 mg comp.x 20,Lafedar,24514.35
dexametasona,"DECADRON 30.024,24",0.5 mg comp.x 30,Sidus,7346.66
dexametasona,DEXALAF,0.5 mg comp.x 40,Lafedar,39628.34
dexametasona,"DEXATOTAL 11.100,86",4 mg comp.ran.x 10,Ariston,2975.86
dexametasona,"DEXATOTAL 21.108,24",4 mg comp.ran.x 20,Ariston,5658.33
dexametasona,"DEXALAF 10.422,13",4 mg comp.x 10,Lafedar,2541.81
dexametasona,"DEXAMERAL 13.208,31",4 4 mg comp.x 10,Raymos-Megalabs,3333.53
dexametasona,"DEXALAF 19.532,96",4 mg comp.x 20,Lafedar,4831.85
dexametasona,"DEXAMERAL 25.187,95",4 4 mg comp.x 20,Raymos-Megalabs,6264.46
dexametasona,,4 mg/ml,Sidus,6938.2
dexametasona,"DEXAMERAL 772,42",40 40 mg comp.x 14,LKM Onco/Especi,386.21
dexametasona,"DEXATOTAL 28.555,29",8 mg comp.ran.x 10,Ariston,6281.34
dexametasona,"DEXATOTAL 54.508,68",8 mg comp.ran.x 20,Ariston,11155.03
dexametasona,"DEXATOTAL 71.656,24",8 mg comp.ran.x 30,Ariston,14896.16
dexametasona,"DEXALAF 24.300,60",8 mg comp.x 10,Lafedar,4617.22
dexametasona,"DEXALAF 42.216,06",8 mg comp.x 20,Lafedar,9697.85
dexametasona,"DEXALAF 81.317,73",8 mg comp.x 30,Lafedar,11071.18
dexametasona,,2 ml,Duncan,13141.53
dexametasona,,8 mg,Fabra,6280.02
dexametasona,DEXAMETASONA 21 FOSFATO,8mg,Richet,6332.87
dexametasona,,8mg/ml,Sidus,3839.48
dexametasona,,"DEXAMETASONA FECOFAR comp.x 20 7.666,74",Fecofar,2748.6
dexametasona,,"DEXAMETASONA FECOFAR comp.x 30 10.600,83",Fecofar,3800.91
dexametasona,,1 x 2 ml+jga.desc.,Sidus,11909.2
dexametasona,,5 ml,Max Vision,5643.0
dexametasona,,,Abbvie,3649024.04
dexametasona,,5 ml,Sidus,6796.04
dexametasona,,10 ml,PharmaDorf,10580.37
"dexametasona,",,10 ml,,911.73
"dexametasona,",,rec.x 20,Teva argentina,4385.12
"dexametasona,",,rec.x 40,Teva argentina,6629.65
"dexametasona,",,clorfeniramina VIXALERG comp.x 10,Medisol,6700.0
"dexametasona,",,clorfeniramina VIXIDONE comp.x 20,Siegfried,2092.51
"dexametasona,",,100 ml,Teva argentina,3536.77
"dexametasona,",,30 ml,Klonal,8222.38
"dexametasona,",,5 ml,Sidus,5140.2
"dexametasona,",,8 ml,Dallas,9080.05
"dexametasona,",,50mg,Klonal,5091.16
"dexametasona,",,10 ml,Ariston,3249.43
"dexametasona,",,10 ml,Ariston,4675.39
"dexametasona,",,10 ml,Teva argentina,3897.69
"dexametasona,",,30 ml,Savant Consumer,7157.37
"dexametasona,",,30 ml,Teva argentina,3981.04
"dexametasona,",,60 ml,Teva argentina,6947.71
"dexametasona,",,ml,Teva argentina,4383.83
"dexametasona,",,x 10 ml,Dallas,5070.62
"dexametasona,",,x 20 ml,Dallas,7477.0
"dexametasona,",,5 ml,Alcon,5700.17
"dexametasona,",,5 ml,Elea,5265.95
"dexametasona,",,3.5 g,Alcon,6315.69
"dexametasona,",,5 ml,,403.96
dexclorfeniramina,,"AFEME comp.x 20 10.641,22",Cetus,4123.95
dexibuprofeno,,rec.x 10,BagÃ³,6169.23
dexibuprofeno,,rec.x 20,BagÃ³,8964.67
dexketoprofeno,"IDOLGINA 16.734,27",25 mg comp.rec.ran.x 20,Baliarda,6967.74
dexketoprofeno,"TACRAF 16.099,99",25 mg comp.rec.x 20,Trb-Pharma,6750.0
dexketoprofeno,"ALGICUR 17.365,73",25 mg comp.rec.x 20,Casasco,7034.65
dexketoprofeno,"ALGICUR 29.131,44",25 mg comp.rec.x 40,Casasco,11806.64
dexketoprofeno,"ENANTYUM 17.747,17",25 mg comp.x 20,Siegfried,7081.08
